pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards
6337958,28782,-3.269,Carson Hansen,IAST,1,2,2,4,0:11,1,7
6339008,28782,0.452,Benjamin Brahmer,IAST,1,1,3,10,11:39,1,15
6339050,28782,3.12,Gabe Burkle,IAST,1,3,3,8,9:46,1,16
6339085,28782,0,Tyler Moore,IAST,1,0,3,0,9:39,1,3
6331678,28786,-3.5,Willie Rodriguez,KYUN,1,2,2,7,10:45,1,23
6331830,28786,-0.897,Kendrick Law,KYUN,1,2,2,3,6:51,0,0
6331925,28786,-1.793,Hardley Gilmore IV,KYUN,1,3,2,7,2:54,1,0
6332354,28786,-0.957,Hardley Gilmore IV,KYUN,1,1,2,10,1:07,0,0
6332382,28786,-0.038,Fred Farrier II,KYUN,1,2,2,10,1:01,1,6
6332394,28786,-1.655,Seth McGowan,KYUN,1,3,2,4,0:37,0,0
6333318,28786,-1.121,Dante Dowdell,KYUN,1,1,3,10,13:44,1,-1
6333326,28786,2.347,Hardley Gilmore IV,KYUN,1,2,3,11,13:03,0,0
6333395,28786,1.488,Josh Kattus,KYUN,1,2,3,4,12:20,1,18
6333468,28786,-0.637,Hardley Gilmore IV,KYUN,1,1,3,10,10:27,0,0
6333495,28786,-0.893,Javian Hester,KYUN,1,2,3,10,10:20,0,0
6333512,28786,-1.658,Hardley Gilmore IV,KYUN,1,3,3,10,10:17,0,0
6333903,28786,-1.089,Willie Rodriguez,KYUN,1,2,3,5,7:40,0,0
6333922,28786,2.138,Josh Kattus,KYUN,1,3,3,5,7:33,1,13
6333945,28786,-0.938,Josh Kattus,KYUN,1,2,3,9,6:47,0,0
6333981,28786,-1.714,Javian Hester,KYUN,1,3,3,9,6:37,0,0
6334342,28786,0.786,Josh Kattus,KYUN,1,1,3,10,2:05,1,12
6334639,28786,1.567,Kendrick Law,KYUN,1,3,4,10,13:03,0,0
6335597,28786,-1.641,Javian Hester,KYUN,1,3,4,8,4:35,0,0
6334189,28790,1.103,TreyShun Hurry,KYLO,1,1,1,10,14:52,1,9
6334209,28790,0.486,Chris Bell,KYLO,1,1,1,10,13:38,1,7
6334217,28790,0.502,Caullin Lacy,KYLO,1,2,1,3,13:03,1,6
6334229,28790,-0.942,Jacob Stewart,KYLO,1,2,1,10,12:00,1,1
6334235,28790,-1.405,Antonio Meeks,KYLO,1,3,1,9,11:22,1,23
6334243,28790,3.936,Antonio Meeks,KYLO,1,3,1,19,10:58,1,21
6334928,28790,-0.968,Caullin Lacy,KYLO,1,1,1,10,5:12,0,0
6334949,28790,3.263,Caullin Lacy,KYLO,1,2,1,10,5:08,1,32
6334963,28790,1.052,Chris Bell,KYLO,1,2,1,8,3:48,1,12
6334990,28790,-0.57,Chris Bell,KYLO,1,2,1,1,2:27,0,0
6335018,28790,0.042,Jaleel Skinner,KYLO,1,3,1,1,2:23,1,12
6335031,28790,1.511,Chris Bell,KYLO,1,1,1,10,1:37,0,0
6335539,28790,-1.19,Antonio Meeks,KYLO,1,2,2,3,11:21,0,0
6335972,28790,2.611,Duke Watson,KYLO,1,1,2,10,8:34,1,30
6336201,28790,1.2,Caullin Lacy,KYLO,1,1,2,10,7:00,1,18
6336214,28790,1.172,Keyjuan Brown,KYLO,1,1,2,10,6:37,1,9
6336240,28790,-0.607,Caullin Lacy,KYLO,1,1,2,10,5:45,0,0
6336268,28790,0.523,Chris Bell,KYLO,1,2,2,10,5:40,1,13
6336311,28790,-0.626,Keyjuan Brown,KYLO,1,1,2,10,5:11,1,38
6336383,28790,1.18,Chris Bell,KYLO,1,2,2,10,4:59,1,16
6336442,28790,0.734,Chris Bell,KYLO,1,1,2,10,4:15,1,15
6336870,28790,0.982,Chris Bell,KYLO,1,1,2,10,1:01,0,0
6336888,28790,-8.35,TreyShun Hurry,KYLO,1,1,2,10,0:57,0,0
6336970,28790,0.21,Caullin Lacy,KYLO,1,1,2,10,0:50,1,6
6336999,28790,1.212,Antonio Meeks,KYLO,1,2,2,4,0:44,1,13
6337039,28790,-0.312,Keyjuan Brown,KYLO,1,1,2,10,0:28,1,3
6337073,28790,-5.481,Antonio Meeks,KYLO,1,2,2,7,0:22,0,0
6338166,28790,-0.845,Kris Hughes,KYLO,1,1,3,10,13:01,0,0
6338277,28790,-1.438,Kris Hughes,KYLO,1,3,3,9,12:23,0,0
6338636,28790,1.581,Kris Hughes,KYLO,1,3,3,5,9:38,1,12
6338650,28790,2.646,Kris Hughes,KYLO,1,1,3,10,9:13,1,31
6339014,28790,0.564,Davon Mitchell,KYLO,1,1,3,10,5:15,1,8
6339038,28790,0.435,Kris Hughes,KYLO,1,1,3,10,4:01,1,7
6339089,28790,0.192,Braxton Jennings,KYLO,1,1,3,20,2:21,1,6
6339103,28790,-0.408,Dacari Collins,KYLO,1,2,3,14,1:42,1,5
6339147,28790,-4.262,Kris Hughes,KYLO,1,3,3,9,1:00,0,0
6331484,28791,-0.19,DeJuan Williams,MDUN,1,1,2,10,1:51,1,4
6331510,28791,1.8,Octavian Smith Jr.,MDUN,1,2,2,6,1:47,1,22
6331532,28791,-0.791,DeJuan Williams,MDUN,1,1,2,10,1:38,1,-1
6331541,28791,1.255,Shaleak Knotts,MDUN,1,2,2,11,1:15,1,10
6331588,28791,1.447,Octavian Smith Jr.,MDUN,1,3,2,6,1:10,1,10
6331601,28791,0.553,DeJuan Williams,MDUN,1,1,2,10,0:54,1,18
6331625,28791,-0.442,Dorian Fleming,MDUN,1,1,2,9,0:48,0,0
6331633,28791,2.401,Dorian Fleming,MDUN,1,2,2,9,0:42,1,9
6332204,28791,-0.83,Dorian Fleming,MDUN,1,2,3,9,14:36,1,2
6332307,28791,4.323,Jalil Farooq,MDUN,1,3,3,17,13:34,1,24
6332314,28791,0.767,Shaleak Knotts,MDUN,1,1,3,10,13:06,1,13
6332334,28791,1.027,Dorian Fleming,MDUN,1,1,3,10,12:14,0,0
6332400,28791,-1.663,Jalil Farooq,MDUN,1,3,3,6,11:23,0,0
6332755,28791,0.398,Kaleb Webb,MDUN,1,1,3,10,10:10,1,10
6332792,28791,-0.036,Ryan Manning,MDUN,1,2,3,8,9:10,1,4
6332806,28791,-2.11,Ryan Manning,MDUN,1,3,3,4,8:38,0,0
6333269,28791,0.037,Nolan Ray,MDUN,1,3,3,11,4:53,1,5
6333983,28791,3.094,Jordan Scott,MDUN,1,3,4,7,10:56,0,0
6334354,28791,-1.502,Ryan Manning,MDUN,1,3,4,8,9:41,0,0
6334725,28791,0.658,Zymear Smith,MDUN,1,1,4,10,5:09,0,0
6334737,28791,-0.918,Jordan Scott,MDUN,1,1,4,10,5:05,0,0
6334767,28791,-0.226,Josiah McLaurin,MDUN,1,3,4,13,4:26,1,10
6334983,28791,-3.155,Jordan Scott,MDUN,1,4,4,4,1:06,0,0
6331923,28802,0.21,Jeremiah Smith,OHST,1,1,3,10,14:59,1,6
6331976,28802,-1.692,Jeremiah Smith,OHST,1,3,3,4,13:49,0,0
6332010,28802,-1.397,DeAndre Moore Jr.,TXUN,1,1,3,10,12:50,1,-3
6332098,28802,0.18,CJ Baxter,TXUN,1,2,3,6,10:22,1,4
6332144,28802,1.306,DeAndre Moore Jr.,TXUN,1,1,3,10,9:18,1,9
6332155,28802,-0.821,Daylan McCutcheon,TXUN,1,2,3,1,8:52,1,2
6332752,28802,-3.483,Ryan Wingo,TXUN,1,2,3,12,3:09,0,0
6332860,28802,-0.392,Brandon Inniss,OHST,1,1,3,10,3:01,1,3
6332936,28802,1.81,Jeremiah Smith,OHST,1,3,3,4,1:29,1,7
6332965,28802,1.194,CJ Donaldson,OHST,1,1,3,10,0:44,1,9
6333224,28802,3.378,Carnell Tate,OHST,1,2,4,7,13:17,1,40
6333421,28802,0.071,CJ Baxter,TXUN,1,1,4,10,11:48,1,5
6333433,28802,1.436,Parker Livingstone,TXUN,1,2,4,5,11:16,1,15
6333482,28802,-0.787,Ryan Wingo,TXUN,1,1,4,10,10:43,0,0
6333609,28802,0.563,Jack Endries,TXUN,1,1,4,10,9:45,1,14
6333665,28802,-1.014,Ryan Wingo,TXUN,1,3,4,3,8:06,0,0
6333731,28802,-3.483,Parker Livingstone,TXUN,1,4,4,3,8:02,0,0
6333972,28802,-0.739,Jeremiah Smith,OHST,1,2,4,18,5:02,1,3
6334129,28802,1.889,Ryan Wingo,TXUN,1,1,4,10,4:10,1,28
6334142,28802,0.193,Quintrevion Wisner,TXUN,1,1,4,10,3:53,1,5
6334144,28802,-0.86,Quintrevion Wisner,TXUN,1,2,4,5,3:40,0,0
6334175,28802,5.084,Parker Livingstone,TXUN,1,3,4,10,3:35,1,32
6334486,28802,-0.615,Brandon Inniss,OHST,1,3,4,10,2:39,1,5
6334565,28802,-0.927,Ryan Wingo,TXUN,1,1,4,10,2:26,0,0
6334604,28802,3.553,Jack Endries,TXUN,1,2,4,10,2:20,1,30
6334695,28802,-1.114,Jack Endries,TXUN,1,2,4,5,1:42,0,0
6334720,28802,-2.093,Ryan Wingo,TXUN,1,3,4,5,1:38,0,0
6334741,28802,-2.228,Jack Endries,TXUN,1,4,4,5,1:34,1,3
6336382,28804,0.135,Gary Bryant Jr.,ORUN,1,1,1,10,14:20,1,5
6336491,28804,2.511,Kenyon Sadiq,ORUN,1,2,1,7,9:25,1,20
6336834,28804,-0.585,Justius Lowe,ORUN,1,2,1,10,7:04,0,0
6337184,28804,1.031,Malik Benson,ORUN,1,1,1,10,1:35,1,18
6337240,28804,-0.833,Kyler Kasper,ORUN,1,2,1,5,0:20,0,0
6337439,28804,0.621,Malik Benson,ORUN,1,2,2,9,14:25,1,7
6337462,28804,0.234,Gary Bryant Jr.,ORUN,1,3,2,2,13:50,1,8
6337513,28804,-0.595,Kenyon Sadiq,ORUN,1,2,2,8,12:32,0,0
6337542,28804,0.877,Malik Benson,ORUN,1,3,2,8,12:26,1,7
6337989,28804,0.755,Justius Lowe,ORUN,1,1,2,11,9:44,1,12
6338034,28804,0.836,Dakorien Moore,ORUN,1,2,2,8,8:29,1,7
6338120,28804,1.084,Dakorien Moore,ORUN,1,3,2,6,6:10,1,13
6338920,28804,1.701,Jeremiah McClellan,ORUN,1,1,2,10,0:56,1,13
6338935,28804,0.33,Cooper Perry,ORUN,1,1,2,10,0:50,1,6
6338942,28804,0.183,Malik Benson,ORUN,1,2,2,4,0:31,1,8
6338957,28804,-0.508,Kenyon Sadiq,ORUN,1,1,2,10,0:26,0,0
6338960,28804,0.835,Malik Benson,ORUN,1,2,2,10,0:20,0,0
6338997,28804,-0.406,Jeremiah McClellan,ORUN,1,1,2,10,0:14,0,0
6339002,28804,2.53,Malik Benson,ORUN,1,2,2,10,0:08,1,11
6335547,28806,1.384,Kyron Hudson,PAST,1,2,1,6,9:10,1,13
6335586,28806,0.33,Kyron Hudson,PAST,1,1,1,10,8:08,1,6
6335667,28806,0.177,Nicholas Singleton,PAST,1,1,1,10,6:41,1,5
6335720,28806,-0.406,Kyron Hudson,PAST,1,1,1,10,4:44,0,0
6336086,28806,-0.266,Trebor Pena,PAST,1,1,1,6,2:57,1,2
6336629,28806,1.043,Trebor Pena,PAST,1,1,2,10,14:20,1,14
6336767,28806,0.674,Kyron Hudson,PAST,1,2,2,4,11:03,1,18
6336788,28806,0.28,Trebor Pena,PAST,1,1,2,10,10:24,1,12
6337573,28806,-0.8,Nicholas Singleton,PAST,1,2,2,13,3:53,1,-1
6337979,28806,0.74,Nicholas Singleton,PAST,1,1,2,10,1:38,1,11
6337993,28806,0.545,Kyron Hudson,PAST,1,1,2,10,1:28,1,7
6338005,28806,0.004,Luke Reynolds,PAST,1,2,2,3,1:14,1,3
6338012,28806,-0.677,Kyron Hudson,PAST,1,1,2,10,1:08,0,0
6338035,28806,-0.939,Trebor Pena,PAST,1,2,2,10,1:03,0,0
6338063,28806,0.314,Luke Reynolds,PAST,1,3,2,10,0:58,1,8
6338080,28806,1.806,Devonte Ross,PAST,1,4,2,2,0:41,1,4
6338100,28806,2.646,Kyron Hudson,PAST,1,1,2,10,0:31,1,31
6338928,28806,0.713,Trebor Pena,PAST,1,2,3,1,14:36,1,18
6338952,28806,0.614,Trebor Pena,PAST,1,1,3,10,13:56,1,13
6339005,28806,0.947,Kyron Hudson,PAST,1,2,3,9,12:18,1,14
6339077,28806,-0.651,Trebor Pena,PAST,1,2,3,8,10:56,1,0
6339091,28806,-1.312,Kaytron Allen,PAST,1,3,3,8,10:11,1,3
6339310,28806,1.813,Trebor Pena,PAST,1,1,3,10,7:36,1,15
6331993,28807,1.61,Cataurus Hicks,PAPT,1,1,3,10,15:00,1,22
6332362,28807,-0.216,Malachi Thomas,PAPT,1,3,3,18,11:25,0,0
6332883,28807,1.21,Bryce Yates,PAPT,1,1,3,10,5:21,1,9
6332963,28807,3.069,Malachi Thomas,PAPT,1,2,3,7,3:22,1,34
6333576,28807,-0.93,Bryce Yates,PAPT,1,1,4,10,13:56,0,0
6333589,28807,-1.162,Zion Fowler-El,PAPT,1,2,4,10,13:52,0,0
6333600,28807,-1.03,Deuce Spann,PAPT,1,3,4,10,13:48,0,0
6333958,28807,1.036,Josh Altsman,PAPT,1,2,4,9,10:30,1,13
6333978,28807,1.083,Jalynn Williams,PAPT,1,1,4,10,10:11,1,9
6333992,28807,-0.493,Bryce Yates,PAPT,1,2,4,1,9:46,0,0
6334088,28807,-0.231,Zion Fowler-El,PAPT,1,1,4,8,9:08,1,2
6334093,28807,-0.942,Deuce Spann,PAPT,1,2,4,6,8:39,1,-3
6334101,28807,-1.325,Zion Fowler-El,PAPT,1,3,4,9,8:14,0,0
6334336,28807,0.557,Cam Sapp,PAPT,1,1,4,10,5:53,1,7
6334391,28807,-0.6,Caleb Williams,PAPT,1,1,4,8,4:19,1,-1
6334406,28807,-0.573,Jesse Anderson III,PAPT,1,2,4,9,3:48,0,0
6334433,28807,-1.325,Jesse Anderson III,PAPT,1,3,4,9,3:42,0,0
6334839,28807,-0.845,Caleb Williams,PAPT,1,1,4,10,1:50,1,0
6334844,28807,4.999,Bryce Yates,PAPT,1,2,4,10,1:22,1,60
6331756,28808,0.776,Michael Jackson III,INPU,1,1,3,10,7:16,1,10
6331776,28808,0.687,Michael Jackson III,INPU,1,2,3,4,6:26,1,9
6331780,28808,-0.727,Arhmad Branch,INPU,1,1,3,10,5:55,0,0
6331795,28808,1.846,Devin Mockobee,INPU,1,2,3,10,5:48,1,29
6331809,28808,2.096,Michael Jackson III,INPU,1,2,3,5,4:44,1,14
6332410,28808,-0.93,EJ Horton Jr.,INPU,1,1,4,10,14:59,0,0
6332415,28808,2.271,Nitro Tuggle,INPU,1,2,4,10,14:51,1,19
6332418,28808,-0.768,Jesse Watson,INPU,1,1,4,10,14:31,0,0
6332443,28808,0.452,EJ Horton Jr.,INPU,1,1,4,10,13:15,1,12
6332460,28808,1.232,EJ Horton Jr.,INPU,1,3,4,6,12:05,1,14
6332468,28808,-0.606,Jesse Watson,INPU,1,2,4,12,10:48,0,0
6332949,28808,1.719,Corey Smith,INPU,1,1,4,10,5:26,1,22
6333007,28808,-2.401,Michael Jackson III,INPU,1,3,4,3,3:46,0,0
6333207,28808,2.448,Jalil Hall,INPU,1,4,4,3,2:00,1,7
6334747,28811,-0.946,Seydou Traore,MSST,1,1,3,10,12:44,1,0
6334817,28811,1.857,Anthony Evans III,MSST,1,2,3,10,12:18,1,11
6334869,28811,2.212,Brenen Thompson,MSST,1,1,3,10,11:49,1,51
6335776,28811,1.862,Brenen Thompson,MSST,1,2,3,8,7:36,1,12
6336051,28811,-0.849,Markus Allen,MSST,1,1,3,10,6:56,0,0
6336095,28811,1.857,Jordan Mosley,MSST,1,2,3,10,6:50,1,16
6336192,28811,-0.699,Brenen Thompson,MSST,1,1,3,10,6:29,0,0
6336218,28811,0.532,Ayden Williams,MSST,1,2,3,10,6:23,1,7
6336271,28811,0.9,Ayden Williams,MSST,1,3,3,3,6:05,1,10
6336756,28811,0.267,Johnnie Daniels,MSST,1,2,3,4,4:29,1,6
6336887,28811,1.789,Davon Booth,MSST,1,3,3,8,3:25,1,12
6336954,28811,0.44,Brenen Thompson,MSST,1,1,3,10,3:07,1,6
6337892,28811,-0.159,Johnnie Daniels,MSST,1,3,4,11,14:35,1,9
6339028,28811,0.505,Markus Allen,MSST,1,1,4,10,6:40,1,7
6339099,28811,-0.953,Cam Thompson,MSST,1,1,4,10,5:37,0,0
6331455,28812,1.051,Dan Villari,NYSY,1,2,2,5,5:15,1,15
6331459,28812,-0.65,Tyshawn Russell,NYSY,1,1,2,10,4:52,0,0
6331467,28812,1.228,Justus Ross-Simmons,NYSY,1,2,2,10,4:47,0,0
6331499,28812,1.006,Johntay Cook II,NYSY,1,1,2,10,4:41,0,0
6331713,28812,1.973,Johntay Cook II,NYSY,1,2,2,3,2:00,1,3
6331766,28812,-0.952,Chris Brazzell II,TNUN,1,1,2,10,1:50,0,0
6331786,28812,0.402,Mike Matthews,TNUN,1,1,2,10,1:32,1,16
6332728,28812,-0.957,Darrell Gill Jr.,NYSY,1,1,3,10,15:00,0,0
6332769,28812,-4.109,Dan Villari,NYSY,1,2,3,10,14:54,0,0
6332855,28812,0.502,Braylon Staley,TNUN,1,2,3,18,14:19,1,11
6332985,28812,-0.547,Ethan Davis,TNUN,1,2,3,7,12:35,0,0
6333018,28812,2.712,Star Thomas,TNUN,1,3,3,7,12:31,1,7
6333185,28812,1.942,Justus Ross-Simmons,NYSY,1,1,3,10,12:22,1,23
6333232,28812,-0.729,Johntay Cook II,NYSY,1,1,3,10,11:21,0,0
6333251,28812,-1.128,Johntay Cook II,NYSY,1,2,3,10,11:16,1,-1
6333278,28812,2.788,Justus Ross-Simmons,NYSY,1,3,3,11,10:33,1,22
6333554,28812,-1,Dan Villari,NYSY,1,0,3,0,7:33,0,0
6333728,28812,-1.114,Braylon Staley,TNUN,1,3,3,8,6:40,0,0
6333882,28812,-0.108,Darrell Gill Jr.,NYSY,1,2,3,15,5:42,1,7
6333900,28812,-0.764,Justus Ross-Simmons,NYSY,1,3,3,8,4:58,0,0
6333964,28812,1.254,Chris Brazzell II,TNUN,1,1,3,10,4:44,1,16
6334030,28812,-0.442,Braylon Staley,TNUN,1,2,3,7,3:44,1,3
6334270,28812,3.951,Tyshawn Russell,NYSY,1,3,3,6,0:46,1,28
6334555,28812,1.935,David Clement,NYSY,1,4,4,1,13:56,1,8
6334939,28812,1.67,DeSean Bishop,TNUN,1,1,4,10,11:54,1,23
6334997,28812,-1.836,Mike Matthews,TNUN,1,3,4,7,10:22,0,0
6335098,28812,-0.343,Darrell Gill Jr.,NYSY,1,3,4,11,8:55,0,0
6335219,28812,0.601,Chris Brazzell II,TNUN,1,2,4,7,7:20,1,12
6335282,28812,-1.199,Chris Brazzell II,TNUN,1,3,4,1,5:49,1,8
6335506,28812,1.724,Miles Kitselman,TNUN,1,3,4,2,4:03,1,2
6335601,28812,0.254,Dan Villari,NYSY,1,1,4,10,3:57,1,6
6335632,28812,0.975,Will Nixon,NYSY,1,2,4,4,3:40,1,8
6335651,28812,0.34,Dan Villari,NYSY,1,1,4,10,3:17,1,6
6335659,28812,1.779,Darrell Gill Jr.,NYSY,1,2,4,4,2:57,1,26
6335678,28812,0.861,Dan Villari,NYSY,1,1,4,10,2:38,1,20
6335707,28812,-0.665,Dan Villari,NYSY,1,2,4,9,2:09,0,0
6335736,28812,-0.034,Tyshawn Russell,NYSY,1,3,4,9,2:04,1,5
6332229,28817,1.867,Griffin Wilde,ILNW,1,1,3,10,7:22,1,22
6332254,28817,-1.091,Frank Covey IV,ILNW,1,2,3,4,6:06,0,0
6332277,28817,-2.029,Frank Covey IV,ILNW,1,3,3,4,6:01,0,0
6332311,28817,-2.731,Ricky Ahumaraeze,ILNW,1,4,3,4,5:56,0,0
6332633,28817,1.002,Chase Farrell,ILNW,1,1,3,10,3:51,1,8
6332645,28817,-0.148,Alex Lines,ILNW,1,2,3,2,3:30,1,4
6332663,28817,-0.787,Ricky Ahumaraeze,ILNW,1,1,3,10,3:12,0,0
6332691,28817,-1.026,Ricky Ahumaraeze,ILNW,1,2,3,10,3:08,0,0
6332722,28817,-3.761,Ricky Ahumaraeze,ILNW,1,4,3,2,2:23,0,0
6332875,28817,1.363,Griffin Wilde,ILNW,1,1,3,10,0:54,0,0
6332890,28817,-0.956,Joseph Himon II,ILNW,1,1,3,10,0:49,0,0
6332954,28817,2.76,Frank Covey IV,ILNW,1,3,3,7,0:20,1,11
6333102,28817,0.999,Griffin Wilde,ILNW,1,1,4,10,15:00,1,8
6333122,28817,0.672,Joseph Himon II,ILNW,1,1,4,10,14:18,1,7
6333131,28817,-0.997,Alex Lines,ILNW,1,2,4,3,13:55,1,0
6333181,28817,-3.1,Griffin Wilde,ILNW,1,1,4,10,13:02,0,0
6333674,28817,-0.825,Chase Farrell,ILNW,1,2,4,22,8:58,0,0
6333692,28817,-0.044,Frank Covey IV,ILNW,1,3,4,22,8:55,0,0
6334002,28817,0.166,Caleb Komolafe,ILNW,1,1,4,10,5:05,1,6
6334022,28817,-1.15,Frank Covey IV,ILNW,1,2,4,4,4:25,0,0
6334061,28817,1.986,Griffin Wilde,ILNW,1,3,4,4,4:18,1,5
6334104,28817,2.279,Joseph Himon II,ILNW,1,1,4,15,3:38,1,14
6334128,28817,0.897,Joseph Himon II,ILNW,1,2,4,1,3:12,1,3
6334169,28817,-0.481,Hunter Welcing,ILNW,1,1,4,10,2:53,1,2
6332466,28827,1.125,Cam Vaughn,WVUN,1,1,1,10,13:37,1,9
6332490,28827,1.582,Cam Vaughn,WVUN,1,2,1,8,12:21,1,20
6333063,28827,0.451,Jahiem White,WVUN,1,3,1,15,4:21,1,13
6333294,28827,0.822,Jaden Bray,WVUN,1,1,1,10,0:10,1,8
6333406,28827,0.643,Jacob Barrick,WVUN,1,2,2,2,15:00,1,15
6333820,28827,0.066,Cam Vaughn,WVUN,1,2,2,3,8:55,1,6
6333826,28827,1.112,Cam Vaughn,WVUN,1,1,2,10,8:34,1,9
6333849,28827,-5.17,Cam Vaughn,WVUN,1,2,2,1,8:17,1,17
6334595,28827,-5.172,Grayson Barnes,WVUN,1,1,2,10,3:02,1,7
6334813,28827,-1.255,Jahiem White,WVUN,1,2,2,11,1:29,1,-1
6335650,28827,0.695,Grayson Barnes,WVUN,1,2,3,6,13:02,1,20
6335995,28827,-0.805,Preston Fox,WVUN,1,2,3,6,9:48,1,9
6336029,28827,-1.036,Oran Singleton Jr.,WVUN,1,2,3,11,9:35,0,0
6336056,28827,-0.441,Oran Singleton Jr.,WVUN,1,3,3,11,9:32,1,7
6336349,28827,0.261,Jaden Bray,WVUN,1,1,3,10,6:12,1,11
6336800,28827,0.382,Grayson Barnes,WVUN,1,2,3,7,1:57,1,6
6336836,28827,0.84,Jaden Bray,WVUN,1,2,3,5,0:42,1,7
6336956,28827,-1.048,Cam Vaughn,WVUN,1,2,4,7,15:00,0,0
6337014,28827,0.905,Cam Vaughn,WVUN,1,3,4,12,14:55,1,11
6337038,28827,3.302,Cam Vaughn,WVUN,1,1,4,10,14:00,1,46
6337973,28827,-1.157,Jordan McCants,WVUN,1,3,4,3,6:37,0,0
6338001,28827,-3.4,Colin McBee,WVUN,1,4,4,3,6:33,0,0
6338264,28827,1.108,Logan Ramper,WVUN,1,2,4,6,3:50,1,8
6335600,28829,1.302,Germie Bernard,ALUN,1,2,1,4,14:25,1,12
6335828,28829,-0.769,Germie Bernard,ALUN,1,2,1,6,7:57,0,0
6335994,28829,1.865,Ryan Coleman-Williams,ALUN,1,1,1,10,7:18,1,11
6336048,28829,1.704,Josh Cuevas,ALUN,1,2,1,2,6:15,1,2
6336251,28829,-0.6,Duce Robinson,FLST,1,2,1,8,5:49,1,3
6336259,28829,2.372,Jayvan Boggs,FLST,1,3,1,5,5:24,0,0
6336348,28829,-0.474,Randy Pittman Jr.,FLST,1,2,1,15,4:00,1,4
6336559,28829,3.327,Squirrel White,FLST,1,3,1,11,3:34,1,40
6336711,28829,3.327,Germie Bernard,ALUN,1,2,1,10,2:24,1,29
6336725,28829,0.148,Ryan Coleman-Williams,ALUN,1,1,1,10,2:06,1,5
6336771,28829,1.081,Germie Bernard,ALUN,1,3,1,2,0:41,1,12
6336798,28829,0.425,Isaiah Horton,ALUN,1,1,1,10,0:02,1,6
6336919,28829,-1.577,Germie Bernard,ALUN,1,2,2,4,15:00,1,-4
6337056,28829,-0.372,Gavin Sawchuk,FLST,1,1,2,10,13:12,1,3
6337067,28829,-0.716,Jaylin Lucas,FLST,1,2,2,7,12:39,1,2
6337085,28829,2.3,Randy Pittman Jr.,FLST,1,3,2,5,12:01,1,14
6337382,28829,-0.957,Josh Cuevas,ALUN,1,1,2,10,9:13,0,0
6337623,28829,1.211,Duce Robinson,FLST,1,1,2,10,8:23,1,15
6337787,28829,-2.21,Duce Robinson,FLST,1,3,2,4,3:56,0,0
6338091,28829,1.99,Ryan Coleman-Williams,ALUN,1,3,2,3,2:38,1,8
6338106,28829,0.345,Richard Young,ALUN,1,1,2,10,2:12,1,6
6338255,28829,-1.152,Germie Bernard,ALUN,1,2,2,4,2:00,0,0
6339194,28829,-0.302,Ousmane Kromah,FLST,1,3,3,13,13:09,1,7
6339314,28829,-0.956,Rico Scott,ALUN,1,1,3,10,12:19,0,0
6339367,28772,-0.483,Kam Shanks,ARUN,1,1,2,10,0:40,0,0
6339388,28772,-0.824,Mike Washington Jr.,ARUN,1,2,2,10,0:36,1,-1
6339421,28772,-1.064,O'Mega Blake,ARUN,1,3,2,11,0:29,1,23
6339462,28772,3.284,O'Mega Blake,ARUN,1,3,2,21,0:24,1,27
6339573,28772,1.454,O'Mega Blake,ARUN,1,1,2,6,0:14,1,6
6340655,28772,1.46,Jalen Brown,ARUN,1,2,3,3,13:46,1,29
6340699,28772,0.391,O'Mega Blake,ARUN,1,2,3,6,12:32,1,10
6340742,28772,2.433,CJ Brown,ARUN,1,2,3,8,11:16,1,14
6341279,28772,0.405,Kam Shanks,ARUN,1,1,3,10,7:22,0,0
6341434,28772,1.285,Kam Shanks,ARUN,1,3,3,6,4:58,1,11
6341452,28772,0.558,Kam Shanks,ARUN,1,1,3,10,4:35,1,7
6341525,28772,1.264,Andreas Paaske,ARUN,1,1,3,5,2:59,1,5
6342124,28772,2.512,Mike Washington Jr.,ARUN,1,1,4,10,13:59,1,27
6342710,28772,1.053,Krosse Johnson,ARUN,1,1,4,10,12:21,1,9
6343451,28772,-1.148,Ja'Kayden Ferguson,ARUN,1,2,4,12,10:49,0,0
6343813,28772,-1.486,Jeremiah Beck Jr.,ARUN,1,3,4,9,6:29,0,0
6343959,28772,-0.983,Cam Settles,ARUN,1,3,4,14,2:34,0,0
6346103,28775,-0.112,Parker Kingston,UTBY,1,1,1,10,11:59,1,5
6346172,28775,-0.936,Parker Kingston,UTBY,1,1,1,10,10:52,0,0
6346227,28775,-1.468,Chase Roberts,UTBY,1,3,1,6,10:06,0,0
6347042,28775,2.206,Chase Roberts,UTBY,1,3,1,4,0:05,1,4
6348008,28775,-0.727,Cody Hagen,UTBY,1,1,2,10,12:47,0,0
6348305,28775,1.74,Noah Moeaki,UTBY,1,2,2,4,9:58,1,5
6349172,28775,1.417,LJ Martin,UTBY,1,2,2,6,7:43,1,12
6349818,28775,2.134,Carsen Ryan,UTBY,1,1,2,10,4:59,1,25
6349832,28775,-0.895,Chase Roberts,UTBY,1,1,2,10,4:30,0,0
6349908,28775,2.367,Carsen Ryan,UTBY,1,1,2,10,3:41,1,22
6350194,28775,0.961,Cody Hagen,UTBY,1,1,2,10,1:36,1,24
6344246,28776,0.27,Tony Livingston,FLUN,1,1,1,10,10:10,1,12
6344470,28776,-0.064,J. Michael Sturdivant,FLUN,1,1,1,10,6:52,1,4
