pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards,position,origin,destination
6413235,28918,-1.115,Javin Whatley,AZUN,3,2,3,16,14:03,0,0,WR,Chattanooga,Arizona
6413295,28918,-3.441,Keyan Burnett,AZUN,3,2,3,6,09:06,0,0,TE,Kansas,Arizona
6413306,28918,-0.387,Jaron Tibbs,KSST,3,3,3,12,08:19,0,0,WR,Purdue,Kansas State
6413339,28918,1.905,Javin Whatley,AZUN,3,4,3,3,05:08,1,7,WR,Chattanooga,Arizona
6413364,28918,-1.022,Javin Whatley,AZUN,3,3,3,13,02:52,0,0,WR,Chattanooga,Arizona
6413463,28918,0.116,Javin Whatley,AZUN,3,1,4,20,09:27,1,5,WR,Chattanooga,Arizona
6413468,28918,-1.069,Javin Whatley,AZUN,3,2,4,15,08:46,0,0,WR,Chattanooga,Arizona
6413477,28918,-0.551,Javin Whatley,AZUN,3,1,4,10,07:56,0,0,WR,Chattanooga,Arizona
6411665,28919,2.346,Johntay Cook II,NYSY,3,2,1,10,12:52,1,24,WR,Washington,Syracuse
6411797,28919,0.419,Tyshawn Russell,NYSY,3,1,1,10,05:44,1,7,WR,South Carolina,Syracuse
6412017,28919,-1.979,Johntay Cook II,NYSY,3,3,2,4,10:14,0,0,WR,Washington,Syracuse
6412133,28919,0.995,Johntay Cook II,NYSY,3,1,2,10,03:49,1,12,WR,Washington,Syracuse
6412387,28919,-1.693,Tyshawn Russell,NYSY,3,1,3,10,13:39,0,0,WR,South Carolina,Syracuse
6412408,28919,-1.308,Tyshawn Russell,NYSY,3,3,3,9,12:52,0,0,WR,South Carolina,Syracuse
6413923,28925,0.791,Kole Wilson,TXBA,3,1,1,10,14:09,1,8,WR,Texas State,Baylor
6413934,28925,-0.469,Kole Wilson,TXBA,3,2,1,2,13:54,1,4,WR,Texas State,Baylor
6414175,28925,1.248,Kole Wilson,TXBA,3,1,1,10,11:36,1,15,WR,Texas State,Baylor
6414919,28925,-1.226,Kobe Prentice,TXBA,3,1,1,10,01:00,1,-2,WR,Alabama,Baylor
6414927,28925,-1.15,Louis Brown IV,TXBA,3,2,1,12,00:35,0,0,WR,Colorado State,Baylor
6414947,28925,-3.682,Kobe Prentice,TXBA,3,3,1,12,00:29,0,0,WR,Alabama,Baylor
6414173,28936,2.27,Eric Rivers,GATC,3,3,1,5,12:54,1,21,WR,Florida International,Georgia Tech
6414934,28936,3.615,Eric Rivers,GATC,3,3,1,8,00:25,1,42,WR,Florida International,Georgia Tech
6411849,28938,0.91,Joseph Williams,COUN,3,2,1,12,14:29,1,10,WR,Tulsa,Colorado
6411880,28938,-0.459,Sincere Brown,COUN,3,1,1,10,12:27,1,2,WR,Campbell,Colorado
6411944,28938,1.62,Tanner Koziol,TXHO,3,3,1,2,08:29,1,9,TE,Wisconsin,Houston
6411946,28938,1.13,Amare Thomas,TXHO,3,1,1,10,07:56,1,22,WR,UAB,Houston
6412058,28938,2.087,Amare Thomas,TXHO,3,3,1,5,04:17,1,16,WR,UAB,Houston
6412210,28938,-1.017,Zach Atkins,COUN,3,3,2,8,12:56,0,0,TE,Northwest Missouri St,Colorado
6412233,28938,-1.135,Tanner Koziol,TXHO,3,2,2,8,12:07,0,0,TE,Wisconsin,Houston
6412235,28938,-1.421,Harvey Broussard III,TXHO,3,3,2,8,12:03,0,0,WR,Louisiana,Houston
6412263,28938,3.133,Sincere Brown,COUN,3,3,2,10,11:17,0,0,WR,Campbell,Colorado
6412279,28938,-0.925,Zach Atkins,COUN,3,2,2,10,10:35,1,1,TE,Northwest Missouri St,Colorado
6412324,28938,-0.952,Luke McGary,TXHO,3,1,2,10,07:33,1,0,TE,Tulsa,Houston
6412343,28938,1.831,Tanner Koziol,TXHO,3,2,2,7,05:16,1,21,TE,Wisconsin,Houston
6412366,28938,-0.516,Tanner Koziol,TXHO,3,1,2,10,02:49,0,0,TE,Wisconsin,Houston
6412443,28938,-0.075,Joseph Williams,COUN,3,1,2,10,01:39,1,5,WR,Tulsa,Colorado
6412710,28938,-1.003,Tanner Koziol,TXHO,3,3,3,3,12:45,1,2,TE,Wisconsin,Houston
6412732,28938,-0.506,Tanner Koziol,TXHO,3,2,3,2,11:01,1,1,TE,Wisconsin,Houston
6412777,28938,2.558,Amare Thomas,TXHO,3,4,3,4,08:33,1,12,WR,UAB,Houston
6412957,28938,-2.529,Joseph Williams,COUN,3,3,4,12,15:00,0,0,WR,Tulsa,Colorado
6412996,28938,-0.952,Zach Atkins,COUN,3,1,4,10,13:30,0,0,TE,Northwest Missouri St,Colorado
6413000,28938,-1.116,Joseph Williams,COUN,3,2,4,10,13:26,0,0,WR,Tulsa,Colorado
6413073,28938,0.949,Hykeem Williams,COUN,3,1,4,10,10:51,1,8,WR,Florida State,Colorado
6413156,28938,-0.729,Sincere Brown,COUN,3,1,4,10,04:47,0,0,WR,Campbell,Colorado
6413158,28938,4.487,Joseph Williams,COUN,3,2,4,10,04:41,1,37,WR,Tulsa,Colorado
6413177,28938,1.89,Sincere Brown,COUN,3,2,4,10,03:20,1,13,WR,Campbell,Colorado
6413199,28938,-4.275,Joseph Williams,COUN,3,3,4,14,02:00,0,0,WR,Tulsa,Colorado
6411626,28940,1.482,Jonathan Brady,INUN,3,3,1,10,05:18,1,11,WR,California,Indiana
6411821,28940,2.267,Holden Staes,INUN,3,1,2,10,08:00,1,18,TE,Tennessee,Indiana
6411894,28940,1.062,Jonathan Brady,INUN,3,1,2,4,05:07,1,4,WR,California,Indiana
6412240,28940,-0.209,Makai Jackson,INUN,3,1,3,10,10:01,1,4,WR,App State,Indiana
6412252,28940,1.718,Holden Staes,INUN,3,1,3,15,08:42,1,13,TE,Tennessee,Indiana
6412261,28940,-0.607,Makai Jackson,INUN,3,1,3,10,07:39,0,0,WR,App State,Indiana
6412276,28940,2.142,Jonathan Brady,INUN,3,1,3,10,06:21,1,12,WR,California,Indiana
6412352,28940,0.261,Makai Jackson,INUN,3,1,3,15,02:44,1,6,WR,App State,Indiana
6412469,28940,-0.494,Makai Jackson,INUN,3,3,4,6,11:49,0,0,WR,App State,Indiana
6412569,28940,0.61,Makai Jackson,INUN,3,2,4,5,06:27,1,5,WR,App State,Indiana
6414013,28948,0.325,Jalil Farooq,MDUN,3,1,1,10,13:25,1,10,WR,Oklahoma,Maryland
6414380,28948,-0.798,Jalil Farooq,MDUN,3,1,1,10,09:31,1,0,WR,Oklahoma,Maryland
6414630,28948,1.41,Jalil Farooq,MDUN,3,1,1,10,06:38,1,18,WR,Oklahoma,Maryland
6413886,28950,0.663,Donaven McCulley,MIUN,3,1,1,10,13:57,1,11,WR,Indiana,Michigan
6413892,28950,1.194,Donaven McCulley,MIUN,3,2,1,8,12:45,1,16,WR,Indiana,Michigan
6413942,28950,1.17,Donaven McCulley,MIUN,3,1,1,8,11:04,0,0,WR,Indiana,Michigan
6413877,28955,0.805,Dane Key,NEUN,3,1,1,10,14:55,1,8,WR,Kentucky,Nebraska
6413925,28955,1.506,Dane Key,NEUN,3,1,1,10,12:41,1,40,WR,Kentucky,Nebraska
6413950,28955,-0.53,Dane Key,NEUN,3,2,1,6,11:26,0,0,WR,Kentucky,Nebraska
6414757,28955,2.964,Dane Key,NEUN,3,1,1,10,03:21,1,39,WR,Kentucky,Nebraska
6414926,28955,1.139,Nyziah Hunter,NEUN,3,1,1,10,00:16,1,16,WR,California,Nebraska
6414285,28959,0.655,Griffin Wilde,ILNW,3,1,1,10,11:22,1,8,WR,South Dakota State,Northwestern
6414402,28959,-1.135,Griffin Wilde,ILNW,3,2,1,6,07:28,0,0,WR,South Dakota State,Northwestern
6414556,28959,-5.65,Griffin Wilde,ILNW,3,3,1,8,05:11,0,0,WR,South Dakota State,Northwestern
6413928,28971,0.195,Keontez Lewis,OKUN,3,2,1,2,13:18,1,6,WR,Southern Illinois,Oklahoma
6414220,28971,0.674,Keontez Lewis,OKUN,3,1,1,10,12:37,1,7,WR,Southern Illinois,Oklahoma
6414259,28971,-0.88,Isaiah Sategna III,OKUN,3,2,1,19,10:49,0,0,WR,Arkansas,Oklahoma
6414835,28971,0.31,Isaiah Sategna III,OKUN,3,2,1,7,01:09,1,6,WR,Arkansas,Oklahoma
6414913,28971,1.168,Keontez Lewis,OKUN,3,1,1,10,00:07,1,13,WR,Southern Illinois,Oklahoma
6413192,28980,2.262,Mikey Matthews,CALA,3,1,2,10,12:38,1,32,WR,California,UCLA
6413214,28980,1.692,Mikey Matthews,CALA,3,2,2,15,10:38,1,7,WR,California,UCLA
6413523,28980,1.44,Mikey Matthews,CALA,3,1,3,10,06:34,1,28,WR,California,UCLA
6413642,28980,-1.13,Mikey Matthews,CALA,3,2,4,15,09:55,0,0,WR,California,UCLA
6414000,28984,-0.652,Jahmal Edrine,VAUN,3,1,1,15,14:15,0,0,WR,Purdue,Virginia
6414186,28984,0.814,Jahmal Edrine,VAUN,3,1,1,10,08:10,1,13,WR,Purdue,Virginia
6414203,28984,0.799,Jahmal Edrine,VAUN,3,1,1,10,07:50,1,18,WR,Purdue,Virginia
6414211,28984,-0.551,Jahmal Edrine,VAUN,3,1,1,10,07:30,0,0,WR,Purdue,Virginia
6414589,28984,-0.748,Cam Ross,VAUN,3,1,1,10,04:00,0,0,WR,James Madison,Virginia
6414640,28984,-3.082,Cam Ross,VAUN,3,4,1,4,02:42,0,0,WR,James Madison,Virginia
6414979,28920,4.113,Isaiah Horton,ALUN,3,3,2,15,12:42,1,12,WR,Miami,Alabama
6415180,28920,3.194,Lance Mason,WIUN,3,3,2,5,10:47,1,19,TE,Missouri State,Wisconsin
6415512,28920,-0.028,Isaiah Horton,ALUN,3,2,2,9,04:24,1,6,WR,Miami,Alabama
6415766,28920,2.161,Isaiah Horton,ALUN,3,1,2,10,00:50,1,13,WR,Miami,Alabama
6416623,28920,1.946,Isaiah Horton,ALUN,3,2,3,10,14:27,1,11,WR,Miami,Alabama
6417024,28920,2.723,Lance Mason,WIUN,3,3,3,8,08:31,1,11,TE,Missouri State,Wisconsin
6417109,28920,-4.498,Lance Mason,WIUN,3,2,3,6,05:03,0,0,TE,Missouri State,Wisconsin
6417405,28920,0.378,Isaiah Horton,ALUN,3,2,3,5,02:14,1,6,WR,Miami,Alabama
6417878,28920,-1.121,Jayden Ballard,WIUN,3,2,4,10,11:50,0,0,WR,Ohio State,Wisconsin
6418436,28920,4.451,Jayden Ballard,WIUN,3,2,4,7,05:36,1,41,WR,Ohio State,Wisconsin
6421448,28922,-1.086,Xavier Townsend,IAST,3,2,1,10,14:55,0,0,WR,UCF,Iowa State
6421973,28922,0.87,Chase Sowell,IAST,3,1,1,10,12:23,1,11,WR,East Carolina,Iowa State
6422053,28922,1.68,Xavier Townsend,IAST,3,2,1,13,10:44,1,13,WR,UCF,Iowa State
6415084,28923,0.89,Eric Singleton Jr.,ALAU,3,2,1,10,13:54,1,9,WR,Georgia Tech,Auburn
6415159,28923,-1.017,Preston Howard,ALAU,3,2,1,9,10:34,0,0,TE,Maryland,Auburn
6415281,28923,3.586,Eric Singleton Jr.,ALAU,3,4,1,5,09:47,1,14,WR,Georgia Tech,Auburn
6415813,28923,-1.157,Horatio Fields,ALAU,3,2,1,6,03:01,0,0,WR,Wake Forest,Auburn
6415836,28923,-1.564,Preston Howard,ALAU,3,3,1,6,02:56,0,0,TE,Maryland,Auburn
6416099,28923,1.104,Eric Singleton Jr.,ALAU,3,2,1,10,00:23,1,9,WR,Georgia Tech,Auburn
6416452,28923,0.513,Eric Singleton Jr.,ALAU,3,1,2,10,11:57,1,14,WR,Georgia Tech,Auburn
6416484,28923,1.454,Horatio Fields,ALAU,3,3,2,4,10:26,1,14,WR,Wake Forest,Auburn
6416790,28923,1.799,Eric Singleton Jr.,ALAU,3,3,2,3,04:31,1,7,WR,Georgia Tech,Auburn
6416970,28923,2.07,Eric Singleton Jr.,ALAU,3,3,2,9,01:52,1,12,WR,Georgia Tech,Auburn
6417074,28923,-0.414,Preston Howard,ALAU,3,2,2,2,00:47,0,0,TE,Maryland,Auburn
6418598,28923,-0.017,Horatio Fields,ALAU,3,3,3,7,07:49,1,6,WR,Wake Forest,Auburn
6418800,28923,-1.662,Eric Singleton Jr.,ALAU,3,3,3,6,01:25,0,0,WR,Georgia Tech,Auburn
6419568,28923,-0.98,Preston Howard,ALAU,3,3,4,8,09:18,0,0,TE,Maryland,Auburn
6415230,28925,-0.598,Kole Wilson,TXBA,3,1,2,10,10:54,0,0,WR,Texas State,Baylor
6415267,28925,3.065,Kole Wilson,TXBA,3,4,2,7,09:40,0,0,WR,Texas State,Baylor
6415322,28925,2.044,Kobe Prentice,TXBA,3,2,2,5,08:59,1,12,WR,Alabama,Baylor
6415653,28925,-0.211,Kobe Prentice,TXBA,3,1,2,10,06:45,1,2,WR,Alabama,Baylor
6416904,28925,-0.952,Louis Brown IV,TXBA,3,1,3,10,10:59,0,0,WR,Colorado State,Baylor
6416914,28925,-1.167,Kole Wilson,TXBA,3,2,3,10,10:52,0,0,WR,Texas State,Baylor
6418112,28925,-1.043,Kobe Prentice,TXBA,3,1,4,10,14:37,1,4,WR,Alabama,Baylor
6418149,28925,2.243,Louis Brown IV,TXBA,3,1,4,16,14:26,1,15,WR,Colorado State,Baylor
6418189,28925,-0.677,Louis Brown IV,TXBA,3,1,4,10,12:58,0,0,WR,Colorado State,Baylor
6418547,28925,1.038,Louis Brown IV,TXBA,3,2,4,10,12:02,1,8,WR,Colorado State,Baylor
6418558,28925,2.124,Louis Brown IV,TXBA,3,1,4,10,11:46,1,11,WR,Colorado State,Baylor
6420425,28929,3.823,Caleb Goodie,OHCI,3,1,1,10,11:27,1,55,WR,Colorado State,Cincinnati
6420796,28929,0.525,Cyrus Allen,OHCI,3,1,1,10,08:50,1,13,WR,Texas A&M,Cincinnati
6420894,28929,0.416,Jeff Caldwell,OHCI,3,1,1,10,08:32,1,16,WR,Lindenwood,Cincinnati
6421343,28929,2.842,Caleb Goodie,OHCI,3,1,1,10,05:25,1,44,WR,Colorado State,Cincinnati
6421740,28929,1.801,Isaiah Johnson,OHCI,3,1,1,8,02:54,1,8,WR,Western Carolina,Cincinnati
6422347,28929,0.995,Cyrus Allen,OHCI,3,1,2,10,13:21,1,12,WR,Texas A&M,Cincinnati
6422376,28929,0.982,Jeff Caldwell,OHCI,3,1,2,10,12:50,1,14,WR,Lindenwood,Cincinnati
6422395,28929,0.081,Cyrus Allen,OHCI,3,1,2,10,12:24,1,5,WR,Texas A&M,Cincinnati
6417710,28936,0.252,Dean Patterson,GATC,3,1,3,10,05:10,1,6,WR,Florida International,Georgia Tech
6417766,28936,-0.738,Eric Rivers,GATC,3,1,3,10,03:50,0,0,WR,Florida International,Georgia Tech
6418482,28936,1.0,Dean Patterson,GATC,3,0,4,0,10:02,1,3,WR,Florida International,Georgia Tech
6419513,28936,0.841,Eric Rivers,GATC,3,2,4,11,01:14,1,9,WR,Florida International,Georgia Tech
6415297,28948,2.152,Jalil Farooq,MDUN,3,3,2,8,11:28,1,18,WR,Oklahoma,Maryland
6415928,28948,1.8,Kaleb Webb,MDUN,3,3,2,2,05:14,0,0,WR,Tennessee,Maryland
6416704,28948,0.442,Jalil Farooq,MDUN,3,1,3,10,14:55,1,7,WR,Oklahoma,Maryland
6417339,28948,-1.147,Dorian Fleming,MDUN,3,2,3,11,08:45,0,0,TE,Georgia State,Maryland
6417825,28948,-0.319,Kaleb Webb,MDUN,3,3,3,10,04:23,1,9,WR,Tennessee,Maryland
6418574,28948,-1.783,Jordan Scott,MDUN,3,3,4,5,11:34,0,0,WR,Florida State,Maryland
6419680,28948,1.862,Jordan Scott,MDUN,3,3,4,4,03:35,1,10,WR,Florida State,Maryland
6416113,28950,0.981,Donaven McCulley,MIUN,3,3,2,5,00:34,1,9,WR,Indiana,Michigan
6416847,28950,-0.62,Donaven McCulley,MIUN,3,2,3,4,09:38,0,0,WR,Indiana,Michigan
6421466,28951,0.37,Omari Kelly,MIST,3,1,1,10,02:42,1,15,WR,Middle Tennessee,Michigan State
6422159,28951,0.982,Omari Kelly,MIST,3,2,2,7,11:50,1,10,WR,Middle Tennessee,Michigan State
6422179,28951,-0.646,Omari Kelly,MIST,3,1,2,10,11:10,0,0,WR,Middle Tennessee,Michigan State
6415858,28953,-0.227,Kevin Coleman Jr.,MOUN,3,1,1,10,13:43,1,4,WR,Mississippi State,Missouri
6415875,28953,0.569,Kevin Coleman Jr.,MOUN,3,2,1,6,10:49,1,12,WR,Mississippi State,Missouri
6416408,28953,1.122,Kevin Coleman Jr.,MOUN,3,1,1,10,00:39,1,20,WR,Mississippi State,Missouri
6416417,28953,0.807,Kevin Coleman Jr.,MOUN,3,1,1,10,00:15,1,8,WR,Mississippi State,Missouri
6416646,28953,-0.624,Kevin Coleman Jr.,MOUN,3,1,2,10,11:41,1,1,WR,Mississippi State,Missouri
6418089,28953,0.623,Kevin Coleman Jr.,MOUN,3,1,2,10,01:12,1,15,WR,Mississippi State,Missouri
6418143,28953,0.92,Kevin Coleman Jr.,MOUN,3,3,2,5,00:37,1,10,WR,Mississippi State,Missouri
6419171,28953,1.549,Kevin Coleman Jr.,MOUN,3,1,3,19,14:11,1,14,WR,Mississippi State,Missouri
6420160,28954,1.394,Yamir Knight,TXMU,3,1,1,10,15:00,1,16,WR,James Madison,SMU
6421362,28954,-0.401,Yamir Knight,TXMU,3,1,1,25,09:23,1,1,WR,James Madison,SMU
6421974,28954,-0.922,Yamir Knight,TXMU,3,1,1,10,02:55,0,0,WR,James Madison,SMU
6422257,28954,1.586,Yamir Knight,TXMU,3,1,2,10,13:05,1,18,WR,James Madison,SMU
6415062,28955,0.597,Dane Key,NEUN,3,1,2,10,13:34,1,17,WR,Kentucky,Nebraska
6415947,28955,-0.768,Nyziah Hunter,NEUN,3,1,2,10,05:39,0,0,WR,California,Nebraska
6415173,28959,-0.739,Malik Benson,ORUN,3,1,2,10,11:47,0,0,WR,Florida State,Oregon
6415699,28959,1.017,Malik Benson,ORUN,3,1,2,10,03:14,1,12,WR,Florida State,Oregon
6415987,28959,3.15,Malik Benson,ORUN,3,3,2,8,01:50,1,20,WR,Florida State,Oregon
6416675,28959,2.231,Griffin Wilde,ILNW,3,3,3,5,13:43,1,8,WR,South Dakota State,Northwestern
6416730,28959,1.873,Griffin Wilde,ILNW,3,3,3,5,12:10,1,8,WR,South Dakota State,Northwestern
6417147,28959,2.948,Griffin Wilde,ILNW,3,2,3,9,07:02,1,31,WR,South Dakota State,Northwestern
6417394,28959,0.753,Jamari Johnson,ORUN,3,1,3,10,05:18,1,17,TE,Louisville,Oregon
6417679,28959,-1.233,Griffin Wilde,ILNW,3,3,3,7,02:09,0,0,WR,South Dakota State,Northwestern
6417795,28959,3.216,Malik Benson,ORUN,3,2,3,11,01:14,1,27,WR,Florida State,Oregon
6418134,28959,0.249,Jamari Johnson,ORUN,3,1,4,10,12:51,1,5,TE,Louisville,Oregon
6418849,28959,-0.371,Malik Benson,ORUN,3,1,4,10,05:52,1,3,WR,Florida State,Oregon
6420331,28963,0.966,Trebor Pena,PAST,3,1,1,10,14:18,1,14,WR,Syracuse,Penn State
6420376,28963,0.629,Kyron Hudson,PAST,3,2,1,7,13:04,1,6,WR,USC,Penn State
6420444,28963,1.096,Kyron Hudson,PAST,3,2,1,10,11:34,1,13,WR,USC,Penn State
6421165,28963,0.943,Devonte Ross,PAST,3,1,1,10,04:33,1,12,WR,Hudson Valley,Penn State
6421186,28963,-0.872,Trebor Pena,PAST,3,1,1,10,03:50,0,0,WR,Syracuse,Penn State
6421234,28963,2.038,Trebor Pena,PAST,3,2,1,10,03:46,1,19,WR,Syracuse,Penn State
6421284,28963,-0.537,Devonte Ross,PAST,3,1,1,15,03:00,0,0,WR,Hudson Valley,Penn State
6421832,28963,-0.01,Trebor Pena,PAST,3,1,1,10,00:15,1,4,WR,Syracuse,Penn State
6422084,28963,-2.05,Trebor Pena,PAST,3,3,2,5,14:28,0,0,WR,Syracuse,Penn State
6421179,28966,1.503,Colin Weber,NJRU,3,2,1,7,06:48,1,12,TE,Charlotte,Rutgers
6421483,28966,-1.693,DT Sheffield,NJRU,3,3,1,6,03:21,0,0,WR,North Texas,Rutgers
6422710,28966,0.269,Colin Weber,NJRU,3,2,2,7,11:07,1,5,TE,Charlotte,Rutgers
6414989,28971,0.055,Isaiah Sategna III,OKUN,3,1,2,10,15:00,1,5,WR,Arkansas,Oklahoma
6415011,28971,1.137,Isaiah Sategna III,OKUN,3,1,2,10,13:44,1,20,WR,Arkansas,Oklahoma
6415015,28971,-0.63,Keontez Lewis,OKUN,3,1,2,10,13:23,0,0,WR,Southern Illinois,Oklahoma
6415332,28971,-0.806,Keontez Lewis,OKUN,3,1,2,10,10:48,0,0,WR,Southern Illinois,Oklahoma
6415370,28971,0.753,Isaiah Sategna III,OKUN,3,1,2,10,10:31,1,17,WR,Arkansas,Oklahoma
6415705,28971,-1.636,Keontez Lewis,OKUN,3,3,2,9,07:28,0,0,WR,Southern Illinois,Oklahoma
6416154,28971,-3.7,Keontez Lewis,OKUN,3,1,2,10,03:42,0,0,WR,Southern Illinois,Oklahoma
6416440,28971,0.487,Isaiah Sategna III,OKUN,3,1,2,10,01:10,1,13,WR,Arkansas,Oklahoma
6417389,28971,0.888,Isaiah Sategna III,OKUN,3,1,3,10,15:00,1,8,WR,Arkansas,Oklahoma
6417496,28971,-0.92,Isaiah Sategna III,OKUN,3,1,3,10,12:22,0,0,WR,Arkansas,Oklahoma
6417500,28971,-1.119,Carson Kent,OKUN,3,2,3,10,12:18,0,0,TE,Kennesaw State,Oklahoma
6417848,28971,2.042,Isaiah Sategna III,OKUN,3,1,3,10,09:17,1,28,WR,Arkansas,Oklahoma
6419297,28971,-0.882,Jer'Michael Carter,OKUN,3,1,4,10,10:08,0,0,WR,McNeese,Oklahoma
6420885,28972,0.711,Zachariah Branch,GAUN,3,2,1,7,11:32,1,10,WR,USC,Georgia
6423024,28972,3.939,Zachariah Branch,GAUN,3,4,1,3,00:49,1,13,WR,USC,Georgia
6423030,28972,-0.749,Noah Thomas,GAUN,3,1,1,10,00:14,0,0,WR,Texas A&M,Georgia
6423050,28972,5.077,Zachariah Branch,GAUN,3,3,2,7,15:00,1,36,WR,USC,Georgia
6415502,28984,-0.596,Cam Ross,VAUN,3,2,2,11,06:51,0,0,WR,James Madison,Virginia
6420128,28986,-0.019,Cataurus Hicks,PAPT,3,3,1,21,14:01,1,1,WR,Louisville,Pittsburgh
6420293,28986,-0.756,Grayson Barnes,WVUN,3,3,1,15,12:09,1,7,TE,Northern Illinois,West Virginia
6421279,28986,-1.737,Justin Holmes,PAPT,3,3,1,5,02:43,0,0,TE,Marshall,Pittsburgh
6421805,28986,0.861,Cam Vaughn,WVUN,3,1,2,10,13:28,1,18,WR,Jacksonville State,West Virginia
6421956,28986,0.252,Grayson Barnes,WVUN,3,1,2,10,12:27,1,11,TE,Northern Illinois,West Virginia
6422474,28986,-1.274,Cam Vaughn,WVUN,3,3,2,8,09:55,0,0,WR,Jacksonville State,West Virginia
6422672,28986,1.208,Deuce Spann,PAPT,3,1,2,10,09:36,1,16,WR,Florida State,Pittsburgh
6425260,28922,3.302,Xavier Townsend,IAST,3,2,2,11,00:26,1,35,WR,UCF,Iowa State
6427649,28922,-1.306,Chase Sowell,IAST,3,3,3,6,08:31,0,0,WR,East Carolina,Iowa State
6429514,28922,-0.222,Chase Sowell,IAST,3,1,4,10,11:53,1,4,WR,East Carolina,Iowa State
6429622,28922,2.686,Xavier Townsend,IAST,3,2,4,4,09:32,1,44,WR,UCF,Iowa State
6430465,28922,-0.267,Chase Sowell,IAST,3,3,4,11,06:48,0,0,WR,East Carolina,Iowa State
6423150,28929,2.46,Jeff Caldwell,OHCI,3,1,2,20,06:32,1,28,WR,Lindenwood,Cincinnati
6423624,28929,-1.68,Isaiah Johnson,OHCI,3,3,2,8,03:26,0,0,WR,Western Carolina,Cincinnati
6424195,28929,2.577,Cyrus Allen,OHCI,3,1,2,10,00:23,1,29,WR,Texas A&M,Cincinnati
6425239,28929,0.072,Caleb Goodie,OHCI,3,2,3,3,06:49,1,7,WR,Colorado State,Cincinnati
6425307,28929,1.465,Patrick Gurd,OHCI,3,1,3,10,05:02,1,17,TE,Ohio State,Cincinnati
6426349,28929,3.995,Isaiah Johnson,OHCI,3,3,4,4,05:11,1,42,WR,Western Carolina,Cincinnati
6430928,28939,2.951,Justin Bowick,ILUN,3,3,1,8,14:27,1,13,WR,Ball State,Illinois
6430941,28939,0.903,Justin Bowick,ILUN,3,1,1,10,13:59,0,0,WR,Ball State,Illinois
6431003,28939,-0.442,Hudson Clement,ILUN,3,1,1,9,09:42,0,0,WR,West Virginia,Illinois
6432102,28939,-0.91,Hudson Clement,ILUN,3,1,1,10,02:24,0,0,WR,West Virginia,Illinois
6432383,28941,2.819,Sam Phillips,IAUN,3,2,1,7,14:18,1,45,WR,Chattanooga,Iowa
6432798,28941,0.742,Sam Phillips,IAUN,3,3,1,3,09:59,1,8,WR,Chattanooga,Iowa
6432864,28941,-0.658,Sam Phillips,IAUN,3,1,1,4,08:35,0,0,WR,Chattanooga,Iowa
6432730,28944,-0.637,Kendrick Law,KYUN,3,1,1,10,10:41,1,2,WR,Alabama,Kentucky
6433151,28944,-0.721,Hardley Gilmore IV,KYUN,3,2,1,10,05:51,0,0,WR,Nebraska,Kentucky
6432982,28946,-0.864,J. Michael Sturdivant,FLUN,3,2,1,8,11:47,0,0,WR,UCLA,Florida
6423757,28949,1.155,CJ Daniels,FLMI,3,1,1,10,15:00,1,15,WR,LSU,Miami
6423771,28949,-0.158,CJ Daniels,FLMI,3,2,1,7,13:52,1,4,WR,LSU,Miami
6423806,28949,0.395,Tony Johnson,FLMI,3,2,1,6,11:11,1,13,WR,Cincinnati,Miami
6424073,28949,2.202,Keelan Marion,FLMI,3,3,1,4,05:42,1,7,WR,BYU,Miami
6424125,28949,-0.798,Keelan Marion,FLMI,3,1,1,10,04:19,0,0,WR,BYU,Miami
6430322,28949,1.291,Keelan Marion,FLMI,3,1,2,10,11:15,1,17,WR,BYU,Miami
6431356,28949,-0.667,Alex Bauman,FLMI,3,2,2,6,04:57,0,0,TE,Tulane,Miami
6432121,28949,1.372,CJ Daniels,FLMI,3,1,2,10,01:42,1,27,WR,LSU,Miami
6432217,28949,-6.14,CJ Daniels,FLMI,3,1,2,10,01:27,0,0,WR,LSU,Miami
6423335,28951,-0.034,Chrishon McCray,MIST,3,3,2,11,03:44,1,8,WR,Kent State,Michigan State
6424179,28951,1.665,Rodney Bullard Jr.,MIST,3,3,2,5,00:21,1,17,WR,Valdosta State,Michigan State
6424196,28951,-0.5,Evan Boyd,MIST,3,1,2,10,00:17,0,0,WR,Central Michigan,Michigan State
6425847,28951,3.458,Omari Kelly,MIST,3,3,3,12,08:37,1,20,WR,Middle Tennessee,Michigan State
6426661,28951,-5.831,Evan Boyd,MIST,3,1,3,10,01:17,0,0,WR,Central Michigan,Michigan State
6427734,28951,0.146,Omari Kelly,MIST,3,2,4,7,09:41,1,4,WR,Middle Tennessee,Michigan State
6427778,28951,-2.138,Omari Kelly,MIST,3,3,4,3,08:55,0,0,WR,Middle Tennessee,Michigan State
6426644,28952,-0.952,Brenen Thompson,MSST,3,1,1,10,15:00,0,0,WR,Oklahoma,Mississippi State
6427537,28952,-1.3,Brenen Thompson,MSST,3,1,1,7,09:47,1,7,WR,Oklahoma,Mississippi State
6428041,28952,2.291,Anthony Evans III,MSST,3,1,1,10,08:36,1,34,WR,Georgia,Mississippi State
6428073,28952,3.102,Brenen Thompson,MSST,3,1,1,10,08:10,1,42,WR,Oklahoma,Mississippi State
